compiled score function
Old best loss
garray(93.54653930664062)
Compiled loss functions
804 92.1813278198 93.396270752
805 92.2059173584 93.4927215576
806 92.1723251343 93.4570083618
807 92.1890640259 93.3740692139
808 92.2047805786 93.4369277954
809 92.1984405518 93.4551315308
810 92.2213745117 93.5138092041
811 92.1971893311 93.4035720825
812 92.2347793579 93.3832550049
813 92.2364273071 93.5292129517
814 92.2295761108 93.3899230957
815 92.1617660522 93.5302200317
816 92.2416992188 93.4515380859
817 92.1728744507 93.3869094849
818 92.1634140015 93.477935791
819 92.177734375 93.4000320435
820 92.1731414795 93.4223861694
821 92.1859359741 93.4310073853
822 92.1608352661 93.3926849365
823 92.2214660645 93.4515609741
824 92.1705551147 93.4168014526
825 92.1316604614 93.3681869507
826 92.1851348877 93.3950653076
827 92.2006988525 93.4421234131
828 92.1911010742 93.3833999634
829 92.2049484253 93.3499221802
830 92.146270752 93.399887085
831 92.1992950439 93.4666213989
832 92.1279754639 93.423034668
833 92.15599823 93.3622131348
834 92.1697463989 93.4647064209
835 92.1845779419 93.391456604
836 92.2082214355 93.3441009521
837 92.1697463989 93.360824585
838 92.1932907104 93.3620071411
839 92.1737594604 93.4498443604
840 92.1337203979 93.3667449951
841 92.2172775269 93.4475631714
842 92.1674346924 93.4006729126
843 92.1445465088 93.343170166
844 92.2495880127 93.3683242798
845 92.1885910034 93.4447631836
846 92.1717758179 93.400138855
847 92.2007980347 93.4063262939
848 92.2359390259 93.3475875854
849 92.182144165 93.4224014282
850 92.1644744873 93.4111328125
851 92.1668548584 93.3375701904
852 92.1651611328 93.3719558716
853 92.1615600586 93.390411377
854 92.2250747681 93.4108352661
855 92.1839675903 93.4309692383
856 92.1845550537 93.3899612427
857 92.136680603 93.4270782471
858 92.1872177124 93.3917388916
859 92.1960144043 93.3929595947
860 92.2041778564 93.3732681274
861 92.1558990479 93.3995132446
862 92.2717895508 93.4290237427
863 92.2251358032 93.3885116577
864 92.2128448486 93.4304275513
865 92.2142486572 93.3965911865
866 92.1233062744 93.4221878052
867 92.1724014282 93.4126358032
868 92.2107162476 93.4095230103
869 92.1641159058 93.4156951904
870 92.225189209 93.3874740601
871 92.188117981 93.4713897705
872 92.2052154541 93.3868484497
873 92.1687393188 93.4083251953
